text,emotion
I keep wanting to ask more questions about this French verb tense.,Curious
I feel solid going into the next part of linear algebra.,Confident
"Meh, my code again... I've done this a hundred times.",Bored
"this got me thinking about this French verb tense, wanna know more",Curious
"im losing my mind over data structures, nothing helps",Frustrated
"I'd love to explore the biology diagram further, it's more fascinating than I expected.",Curious
I'm not sure what the question is even asking about the exam material.,Confused
I'm not sure what the question is even asking about the biology diagram.,Confused
"this got me thinking about object-oriented programming, wanna know more",Curious
so is this lab report used in real projects or just theory,Curious
"I thought I understood the essay outline, but now I'm totally stuck.",Confused
keep hitting the same error with the biology diagram ugh,Frustrated
is there a cool real world use case for machine learning basics?,Curious
I double-checked my work on recursion and it all adds up.,Confident
ive redone the exam material like 5 times and still broken,Frustrated
i keep drifting off thinking about literally anything else during this French verb tense,Bored
Can someone explain photosynthesis? I have no idea what's going on.,Confused
"huh, i dont get the essay outline at all",Confused
I double-checked my work on the essay outline and it all adds up.,Confident
why does this chemistry equation keep failing every single time i try,Frustrated
the assignment instructions is a total blur to me right now,Confused
"im mixing up this French verb tense with something else i think, so unclear",Confused
cant tell whats going on with the lecture notes at all,Confused
is there a cool real world use case for the assignment instructions?,Curious
"so frustrated rn, statistics homework just wont cooperate",Frustrated
"no more stress over this API, i know what im doing",Confident
"Nothing I try fixes this formula, I'm getting really frustrated.",Frustrated
"ooh wait thats interesting, how does photosynthesis actually work under the hood?",Curious
"Wait, I'm lost — how does recursion even work?",Confused
"brain totally blanking on the research paper thesis, whats going on",Confused
took a while but i totally get SQL joins now,Confident
I keep hitting the same wall with linear algebra and I'm over it.,Frustrated
"im so lost with photosynthesis rn, nothing is clicking",Confused
i keep drifting off thinking about literally anything else during this grammar rule,Bored
"the reading assignment feels like it's going nowhere, I've lost interest.",Bored
"im mixing up the lecture notes with something else i think, so unclear",Confused
yawn... statistics homework is not holding my attention today,Bored
I've been staring at this lab report while revising my draft and I just can't focus anymore.,Bored
i keep drifting off thinking about literally anything else during object-oriented programming,Bored
this lab report is being so difficult for no reason,Frustrated
My brain just blanks every time I look at the research paper thesis.,Confused
cant tell whats going on with the assignment instructions at all,Confused
"im not even worried about the presentation slides anymore, got it down",Confident
not even a little interested in this proof tbh,Bored
I think I've finally got the hang of the research paper thesis!,Confident
I've reread algorithms and complexity three times and I'm still confused.,Confused
"this calculus problem isn't clicking for me, what am I missing?",Confused
omg i think i finally figured out this calculus problem!!,Confident
Something about this calculus problem isn't making sense and I can't pinpoint why.,Confused
I keep hitting the same wall with this economics concept and I'm over it.,Frustrated
Everything about this chemistry equation feels flat and uninteresting right now.,Bored
"at my limit with the essay outline, ive tried literally everything",Frustrated
I redo this proof again and again and it still doesn't work.,Frustrated
skimming through machine learning basics bc its so uninteresting,Bored
"why is this chemistry equation so dry, i can barely stay awake",Bored
I'm confident I can explain the research paper thesis to someone else now.,Confident
"nailed it, binary search works exactly how it should now",Confident
"at my limit with this loop, ive tried literally everything",Frustrated
This error in the research paper thesis is driving me crazy.,Frustrated
"This is dragging on forever, this chemistry equation just isn't interesting to me.",Bored
I've reread my code three times and I'm still confused.,Confused
I can't bring myself to care about the history reading today.,Bored
the lecture notes is being so difficult for no reason,Frustrated
"literally about to give up on binary search, im exhausted",Frustrated
"at my limit with the group project plan, ive tried literally everything",Frustrated
"This is so annoying, the presentation slides keeps breaking no matter what I do.",Frustrated
I think I've finally got the hang of photosynthesis!,Confident
"im not even worried about this API anymore, got it down",Confident
I think I've finally got the hang of the presentation slides!,Confident
I've tried everything and statistics homework still isn't working for the group project.,Frustrated
wait so how is this chemistry equation related to the other stuff we learned,Curious
Is there a reason statistics homework works this way? I want to understand the why.,Curious
"I want to dig deeper into the coding assignment, there's more to it I think.",Curious
"just aced a practice question on SQL joins, feeling great",Confident
"yesss got photosynthesis working, feeling good",Confident
"so done with the lecture notes, nothing is working no matter what",Frustrated
the coding assignment is just not making sense no matter how many times i read it,Confused
skimming through the reading assignment bc its so uninteresting,Bored
I'm out of patience with thermodynamics at this point.,Frustrated
I've tried everything and statistics homework still isn't working while studying alone.,Frustrated
pretty sure i can handle the presentation slides no problem now,Confident
I'm not sure what the question is even asking about data structures.,Confused
"this calculus problem finally makes sense, i got this",Confident
"this got me thinking about this calculus problem, wanna know more",Curious
the reading assignment clicked for me and now im flying through it,Confident
"at my limit with the reading assignment, ive tried literally everything",Frustrated
"Meh, the history reading again... I've done this a hundred times.",Bored
I wonder how object-oriented programming would apply outside of class.,Curious
"I keep getting mixed up on the history reading, it's unclear.",Confused
"this got me thinking about this calculus problem, wanna know more",Curious
"This part of this proof used to trip me up, but not anymore.",Confident
why does this formula feel like a different language,Confused
"kinda curious now, is there more to SQL joins than what we covered?",Curious
I'm stuck on photosynthesis and it's making me want to give up.,Frustrated
"solid on object-oriented programming now, ready for whatevers next",Confident
"ugh the biology diagram again, so boring",Bored
yawn... object-oriented programming is not holding my attention today,Bored
"This is so annoying, this Python error keeps breaking no matter what I do.",Frustrated
Why does linear algebra keep going wrong every single time?,Frustrated
I've tried everything and linear algebra still isn't working while revising my draft.,Frustrated
"cant focus on the exam material at all rn, so dull",Bored
I keep checking the clock instead of working on this Python error.,Bored
Is there a reason algorithms and complexity works this way? I want to understand the why.,Curious
Everything about data structures feels flat and uninteresting right now.,Bored
Something about linear algebra isn't making sense and I can't pinpoint why.,Confused
why does the history reading keep failing every single time i try,Frustrated
"Wait, that's actually interesting — how does this economics concept really work?",Curious
wait so how is machine learning basics related to the other stuff we learned,Curious
"I actually understand this French verb tense now, this makes sense.",Confident
I keep hitting the same wall with the reading assignment and I'm over it.,Frustrated
cant tell whats going on with linear algebra at all,Confused
not even a little interested in the coding assignment tbh,Bored
"meh another this Python error, we already know this stuff",Bored
is there a cool real world use case for this grammar rule?,Curious
Everything about statistics homework feels flat and uninteresting right now.,Bored
"im losing my mind over this French verb tense, nothing helps",Frustrated
ive redone this physics problem set like 5 times and still broken,Frustrated
"meh another the lecture notes, we already know this stuff",Bored
"I thought I understood this proof, but now I'm totally stuck.",Confused
"Meh, machine learning basics again... I've done this a hundred times.",Bored
Feels great knowing I can handle the reading assignment on my own now.,Confident
"solid on the presentation slides now, ready for whatevers next",Confident
"Pretty sure I nailed this French verb tense right now, feeling good about it.",Confident
"why wont this API just work already, im so over it",Frustrated
Can someone explain the history reading? I have no idea what's going on.,Confused
"I'm intrigued by this economics concept, is there a real-world example?",Curious
"this is so annoying, statistics homework keeps breaking on me",Frustrated
I feel solid going into the next part of this loop.,Confident
"I want to dig deeper into this formula, there's more to it I think.",Curious
"I'm intrigued by the reading assignment, is there a real-world example?",Curious
"why does this formula even work like that, genuinely curious",Curious
I'm out of patience with the group project plan at this point.,Frustrated
idk what im even looking at with the coding assignment,Confused
wait what?? this physics problem set makes zero sense to me,Confused
"im mixing up linear algebra with something else i think, so unclear",Confused
"I actually understand the biology diagram now, this makes sense.",Confident
I've reread this physics problem set three times and I'm still confused.,Confused
"this got me thinking about this formula, wanna know more",Curious
"Not gonna lie, photosynthesis is putting me to sleep again.",Bored
This error in this French verb tense is driving me crazy.,Frustrated
wait what?? the group project plan makes zero sense to me,Confused
I'm out of patience with this loop at this point.,Frustrated
wait what?? binary search makes zero sense to me,Confused
"Something about this economics concept sparked my interest, tell me more.",Curious
"this chemistry equation isn't clicking for me, what am I missing?",Confused
cant tell whats going on with this chemistry equation at all,Confused
"why does this French verb tense even work like that, genuinely curious",Curious
I'm stuck on this lab report and it's making me want to give up.,Frustrated
the group project plan clicked for me and now im flying through it,Confident
"my code feels like it's going nowhere, I've lost interest.",Bored
took a while but i totally get this loop now,Confident
"this is so annoying, my code keeps breaking on me",Frustrated
"This part of this lab report used to trip me up, but not anymore.",Confident
"I'm just going through the motions with this physics problem set, not really engaged.",Bored
"this is so annoying, this lab report keeps breaking on me",Frustrated
This error in the exam material is driving me crazy.,Frustrated
"object-oriented programming finally makes sense, i got this",Confident
Now I'm curious how the presentation slides connects to what we learned before.,Curious
i keep drifting off thinking about literally anything else during this proof,Bored
"I'm intrigued by data structures, is there a real-world example?",Curious
I don't understand algorithms and complexity at all for the group project.,Confused
This error in the exam material is driving me crazy.,Frustrated
I can't bring myself to care about binary search today.,Bored
"ugh photosynthesis again, so boring",Bored
Now I'm curious how my code connects to what we learned before.,Curious
not even a little interested in this chemistry equation tbh,Bored
"why is this economics concept so dry, i can barely stay awake",Bored
"hmm what if we changed something in the essay outline, would that break it?",Curious
took a while but i totally get the exam material now,Confident
"I'm so close to giving up on this lab report, it's exhausting.",Frustrated
this physics problem set is being so difficult for no reason,Frustrated
why does this economics concept feel like a different language,Confused
Can someone explain the exam material? I have no idea what's going on.,Confused
why does the presentation slides keep failing every single time i try,Frustrated
"Pretty sure I nailed the presentation slides during lab, feeling good about it.",Confident
"yesss got object-oriented programming working, feeling good",Confident
Something about algorithms and complexity isn't making sense and I can't pinpoint why.,Confused
"ugh linear algebra again, so boring",Bored
idk what im even looking at with this physics problem set,Confused
keep hitting the same error with the exam material ugh,Frustrated
"im not even worried about the lecture notes anymore, got it down",Confident
"the history reading isn't clicking for me, what am I missing?",Confused
"hmm what if we changed something in the lecture notes, would that break it?",Curious
"why does my code even work like that, genuinely curious",Curious
"kinda curious now, is there more to this API than what we covered?",Curious
"Honestly this API feels so repetitive, I keep zoning out.",Bored
why does SQL joins keep failing every single time i try,Frustrated
"Meh, this proof again... I've done this a hundred times.",Bored
i keep drifting off thinking about literally anything else during the coding assignment,Bored
"This is so annoying, this Python error keeps breaking no matter what I do.",Frustrated
"Wait, that's actually interesting — how does object-oriented programming really work?",Curious
"im so lost with data structures rn, nothing is clicking",Confused
"This is dragging on forever, the coding assignment just isn't interesting to me.",Bored
I've got a good grip on the history reading before the exam.,Confident
"This made me wonder about this Python error, can you explain more?",Curious
pretty sure i can handle machine learning basics no problem now,Confident
"Not gonna lie, the research paper thesis is putting me to sleep for homework.",Bored
"that part about object-oriented programming was surprisingly interesting, more please",Curious
"just aced a practice question on this loop, feeling great",Confident
I'm stuck on the coding assignment and it's making me want to give up.,Frustrated
"Honestly this loop feels so repetitive, I keep zoning out.",Bored
"so frustrated rn, this loop just wont cooperate",Frustrated
Now I'm curious how this French verb tense connects to what we learned before.,Curious
photosynthesis just isn't cooperating no matter what I try while studying alone.,Frustrated
"huh, i dont get this calculus problem at all",Confused
"huh, i dont get this economics concept at all",Confused
"I'm intrigued by photosynthesis, is there a real-world example?",Curious
I redo the exam material again and again and it still doesn't work.,Frustrated
"that part about photosynthesis was surprisingly interesting, more please",Curious
"kinda curious now, is there more to my code than what we covered?",Curious
